Season,GameWeek,Split,Team,PlayerID,PassAttempts,RushAttempts,Targets,PassCompletions,PassYards,PassTDs,PassInts,RushYards,RushTDs,RecCompletions,RecYards,RecTDs
2026,3,M,DET,18642,0.00,0.06,2.41,0.00,0.00,0.00,0.00,0.26,0.00,1.35,19.83,0.17
2026,3,M,TEN,12616,0.00,0.05,2.86,0.00,0.00,0.00,0.00,0.27,0.00,1.56,23.26,0.11
2026,3,M,DEN,11805,0.00,0.00,3.07,0.00,0.00,0.00,0.00,0.00,0.00,2.29,21.41,0.13
2026,3,M,MIA,18450,0.00,5.02,0.85,0.00,0.00,0.00,0.00,12.32,0.15,0.68,4.76,0.04
2026,3,M,WAS,19237,0.00,0.11,2.98,0.00,0.00,0.00,0.00,0.44,0.00,1.77,20.90,0.12
2026,3,M,NYG,14510,0.00,0.07,2.69,0.00,0.00,0.00,0.00,0.29,0.00,1.41,23.35,0.08
2026,3,M,PIT,19263,0.00,0.17,2.64,0.00,0.00,0.00,0.00,0.95,0.01,1.46,19.50,0.12
2026,3,M,BUF,13466,0.00,0.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,1.49,16.53,0.18
2026,3,M,NO,19319,0.00,0.00,2.66,0.00,0.00,0.00,0.00,0.00,0.00,1.65,18.63,0.14
2026,3,M,MIN,14410,0.00,2.50,1.37,0.00,0.00,0.00,0.00,10.56,0.07,1.23,7.91,0.07
2026,3,M,IND,10739,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,1.08,20.88,0.10
2026,3,M,TEN,18552,0.00,0.00,2.68,0.00,0.00,0.00,0.00,0.00,0.00,1.27,19.40,0.12
2026,3,M,CAR,17734,0.00,0.05,2.95,0.00,0.00,0.00,0.00,0.21,0.00,1.53,18.42,0.13
2026,3,M,ATL,15850,0.00,0.03,2.80,0.00,0.00,0.00,0.00,0.11,0.00,1.44,17.49,0.14
