Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Odds,ImpliedProb,OurProb,Edge,RwProj,CapturedAt
2026,1,19452,Bauer Sharp,TB,TE,@ CIN,anytimeTD,fanduel,0.5,2200,0.0435,0.0000,-0.0435,0,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,betr,0.5,358,0.2183,0.1219,-0.0964,0.2,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,draftkings,0.5,400,0.2000,0.1219,-0.0781,0.2,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,fanduel,0.5,470,0.1754,0.1219,-0.0535,0.2,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,mgm,0.5,333,0.2309,0.1219,-0.1090,0.2,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,betrivers,0.5,400,0.2000,0.1219,-0.0781,0.2,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,caesars,0.5,425,0.1905,0.1219,-0.0686,0.2,2026-09-11T18:12:40.026Z
2026,1,19320,Ted Hurst,TB,WR,@ CIN,anytimeTD,thescore,0.5,400,0.2000,0.1219,-0.0781,0.2,2026-09-11T18:12:40.026Z
2026,1,18549,Emeka Egbuka,TB,WR,@ CIN,anytimeTD,betr,0.5,171,0.3690,0.3995,0.0305,0.5,2026-09-11T18:12:40.026Z
2026,1,18549,Emeka Egbuka,TB,WR,@ CIN,anytimeTD,draftkings,0.5,185,0.3509,0.3995,0.0486,0.5,2026-09-11T18:12:40.026Z
2026,1,18549,Emeka Egbuka,TB,WR,@ CIN,anytimeTD,fanduel,0.5,170,0.3704,0.3995,0.0291,0.5,2026-09-11T18:12:40.026Z
2026,1,18549,Emeka Egbuka,TB,WR,@ CIN,anytimeTD,mgm,0.5,150,0.4000,0.3995,-0.0005,0.5,2026-09-11T18:12:40.026Z
